,sentence,verb,embedded
1089,Agent[04]'s opinion is not dubious.,NOT SUSPECT,"[-0.01949273  0.03276809 -0.02268072 ...  0.00014956  0.00801755
  0.02396543]"
1090,I don't choose Agent[00] for my vote.,NOT VOTE,"[-0.02410734  0.00092219  0.01723766 ... -0.03007422  0.00793468
  0.0427415 ]"
1091,I don't choose Agent[01] for my vote.,NOT VOTE,"[-0.02888298 -0.0030625   0.01722302 ... -0.02767484  0.00634976
  0.03922242]"
1092,I don't choose Agent[02] for my vote.,NOT VOTE,"[-0.022531   -0.00416592  0.00666548 ... -0.02775416  0.00861191
  0.04520203]"
1093,I don't choose Agent[03] for my vote.,NOT VOTE,"[-0.02302187 -0.00362875  0.01694354 ... -0.02210942  0.01931591
  0.04725099]"
1094,I don't choose Agent[04] for my vote.,NOT VOTE,"[-0.01850913  0.00769022  0.00994675 ... -0.02862893  0.01641872
  0.04036845]"
1095,Agent[00] doesn't get my vote.,NOT VOTE,"[-0.04160155  0.00798141  0.0047977  ... -0.02192775  0.02289373
  0.03989498]"
1096,Agent[01] doesn't get my vote.,NOT VOTE,"[-0.04400166  0.0139323   0.00178454 ... -0.01534742  0.01737237
  0.03512002]"
1097,Agent[02] doesn't get my vote.,NOT VOTE,"[-0.03429372  0.01647535 -0.00069591 ... -0.01633481  0.01964549
  0.03950961]"
1098,Agent[03] doesn't get my vote.,NOT VOTE,"[-0.03544099  0.01481626  0.00946594 ... -0.01080935  0.02935297
  0.04190175]"
1099,Agent[04] doesn't get my vote.,NOT VOTE,"[-0.03283619  0.02612109  0.00394666 ... -0.0203301   0.02692198
  0.03674819]"
1100,My vote won't go to Agent[00].,NOT VOTE,"[ 0.01804158  0.00947406  0.01151748 ... -0.02251482  0.04143322
  0.04535659]"
1101,My vote won't go to Agent[01].,NOT VOTE,"[ 0.0053293   0.00688704  0.01342324 ... -0.0164896   0.03915403
  0.03985571]"
1102,My vote won't go to Agent[02].,NOT VOTE,"[ 0.00915391  0.0078755  -0.00348484 ... -0.01717297  0.04233083
  0.04017054]"
1103,My vote won't go to Agent[03].,NOT VOTE,"[ 0.00612568  0.0050542   0.00972942 ... -0.01384307  0.05289169
  0.04046118]"
1104,My vote won't go to Agent[04].,NOT VOTE,"[ 0.00855134  0.01973074  0.00292794 ... -0.01814042  0.05188754
  0.0354183 ]"
1105,I believe Agent[00] shouldn't be voted out.,NOT VOTE,"[ 0.00859465  0.01912957  0.00568066 ... -0.0035302   0.05809296
  0.0028044 ]"
1106,I believe Agent[01] shouldn't be voted out.,NOT VOTE,"[ 0.00720689  0.02145176  0.00836112 ...  0.00024941  0.05624754
 -0.00070864]"
1107,I believe Agent[02] shouldn't be voted out.,NOT VOTE,"[ 0.01137072  0.02217773 -0.00053537 ...  0.0001796   0.05675738
  0.0024766 ]"
1108,I believe Agent[03] shouldn't be voted out.,NOT VOTE,[0.00721502 0.02274285 0.0081471  ... 0.00500564 0.06683388 0.00345734]
1109,I believe Agent[04] shouldn't be voted out.,NOT VOTE,"[ 0.01299009  0.03476861  0.00179482 ... -0.00243779  0.06486107
 -0.00307904]"
1110,My choice is not Agent[00].,NOT VOTE,"[-0.03869898 -0.01319555  0.01945392 ... -0.02370573 -0.01494103
  0.05418454]"
1111,My choice is not Agent[01].,NOT VOTE,"[-0.04635966 -0.00728814  0.01510244 ... -0.0189136  -0.0130902
  0.04377148]"
1112,My choice is not Agent[02].,NOT VOTE,"[-0.03681767 -0.01156859  0.00819532 ... -0.01911521 -0.01043696
  0.04884036]"
1113,My choice is not Agent[03].,NOT VOTE,"[-0.04229197 -0.00968103  0.02082691 ... -0.01422785 -0.00076777
  0.05029786]"
1114,My choice is not Agent[04].,NOT VOTE,"[-0.0355575   0.00201428  0.01466496 ... -0.02323148  0.00196047
  0.04184249]"
1115,I won't vote Agent[00].,NOT VOTE,"[-0.00398299  0.01457038 -0.00534107 ... -0.01372114  0.03046023
  0.03531703]"
1116,I won't vote Agent[01].,NOT VOTE,"[-0.0068709   0.01334879 -0.00701478 ... -0.00653052  0.02480263
  0.02911186]"
1117,I won't vote Agent[02].,NOT VOTE,"[-0.00014357  0.01390488 -0.02066226 ... -0.00816459  0.02872931
  0.03171092]"
1118,I won't vote Agent[03].,NOT VOTE,"[-0.00336524  0.01132854 -0.00686026 ... -0.00566427  0.03801901
  0.02940511]"
1119,I won't vote Agent[04].,NOT VOTE,"[ 0.00177205  0.0224036  -0.01236517 ... -0.01003843  0.03641979
  0.02723821]"
1120,I want to vote Agent[00].,NOT VOTE,"[-0.00652171  0.00652542 -0.02776174 ... -0.0178606   0.01478502
  0.0275987 ]"
1121,I want to vote Agent[01].,NOT VOTE,"[-0.01295012  0.00458912 -0.02269045 ... -0.01773523  0.01113074
  0.02164024]"
1122,I want to vote Agent[02].,NOT VOTE,"[-0.00207852 -0.00064919 -0.04022519 ... -0.01836303  0.01640764
  0.02527306]"
1123,I want to vote Agent[03].,NOT VOTE,"[-0.00365066 -0.00024307 -0.03026193 ... -0.01312035  0.02741478
  0.02452361]"
1124,I want to vote Agent[04].,NOT VOTE,"[ 0.00101034  0.01124713 -0.03306175 ... -0.02038954  0.02820919
  0.01897177]"
1125,Agent[00] should be exiled.,NOT VOTE,"[-0.0440166   0.02063585  0.02579889 ... -0.01002382 -0.00258969
  0.017074  ]"
1126,Agent[01] should be exiled.,NOT VOTE,"[-0.04357918  0.0126697   0.02362175 ... -0.00786846 -0.0123916
  0.01194992]"
1127,Agent[02] should be exiled.,NOT VOTE,"[-0.03474618  0.01467671  0.0155163  ... -0.00500929 -0.0094777
  0.01774445]"
1128,Agent[03] should be exiled.,NOT VOTE,"[-0.0381267   0.01557242  0.02527301 ...  0.00374631  0.00474573
  0.02358385]"
1129,Agent[04] should be exiled.,NOT VOTE,"[-0.03268063  0.0261735   0.02061666 ... -0.01123447 -0.00071675
  0.01625978]"
1130,I would put in Agent[00].,NOT VOTE,"[-0.0505596  -0.00376559  0.0012542  ... -0.06335139 -0.00367165
  0.03466578]"
1131,I would put in Agent[01].,NOT VOTE,"[-0.06384851 -0.00084731  0.00319784 ... -0.05834219 -0.00478709
  0.02378852]"
1132,I would put in Agent[02].,NOT VOTE,"[-0.05715966 -0.00163845 -0.00599002 ... -0.06041698 -0.00306744
  0.03316826]"
1133,I would put in Agent[03].,NOT VOTE,"[-0.05861281 -0.00053264  0.01358694 ... -0.05328152  0.0084203
  0.03252086]"
1134,I would put in Agent[04].,NOT VOTE,"[-0.05256155  0.0144933   0.00311209 ... -0.06310496  0.01086998
  0.02660734]"
1135,I would vote Agent[00].,NOT VOTE,"[-0.02929047 -0.0012013  -0.0169975  ... -0.0291938   0.02084811
  0.02350649]"
1136,I would vote Agent[01].,NOT VOTE,"[-0.03694069 -0.00109585 -0.01237341 ... -0.02348216  0.01600347
  0.01669045]"
1137,I would vote Agent[02].,NOT VOTE,"[-0.02646992 -0.00674386 -0.0296408  ... -0.02438664  0.01861166
  0.02230336]"
1138,I would vote Agent[03].,NOT VOTE,"[-0.03164427 -0.00802594 -0.01710874 ... -0.02023334  0.02851967
  0.02073879]"
1139,I would vote Agent[04].,NOT VOTE,"[-0.01854041  0.00415508 -0.01546058 ... -0.02405492  0.03379362
  0.01781846]"
1140,I’m not on the same page as Agent[00].,NOT AGREE,"[-0.03431854  0.00711335  0.01233934 ... -0.00383489 -0.00879018
  0.02165587]"
1141,I’m not on the same page as Agent[01].,NOT AGREE,"[-0.04015591  0.0098209   0.01403712 ... -0.0003771  -0.01581811
  0.01520749]"
1142,I’m not on the same page as Agent[02].,NOT AGREE,"[-0.03122916  0.00556232 -0.00115402 ... -0.00145459 -0.00529144
  0.01968149]"
1143,I’m not on the same page as Agent[03].,NOT AGREE,"[-0.03356479  0.00387825  0.01004435 ...  0.00252769  0.00387456
  0.01966065]"
1144,I’m not on the same page as Agent[04].,NOT AGREE,"[-0.02914623  0.01620378  0.00656672 ... -0.00409502  0.00365981
  0.01708522]"
1145,I’m not in agreement with Agent[00].,NOT AGREE,"[-0.03996659  0.01770342  0.02371677 ...  0.00038827 -0.00097258
  0.03791624]"
1146,I’m not in agreement with Agent[01].,NOT AGREE,"[-0.03712764  0.01679443  0.026703   ...  0.00641034 -0.00078563
  0.03577111]"
1147,I’m not in agreement with Agent[02].,NOT AGREE,"[-0.02996284  0.01528926  0.01280457 ...  0.00274855  0.00435736
  0.03931523]"
1148,I’m not in agreement with Agent[03].,NOT AGREE,"[-0.03311507  0.01418075  0.02405858 ...  0.00598557  0.01696457
  0.03744707]"
1149,I’m not in agreement with Agent[04].,NOT AGREE,"[-0.03005926  0.02305123  0.0212413  ...  0.00074478  0.01405951
  0.03564832]"
1150,I don't support Agent[00]'s viewpoint.,NOT AGREE,"[-0.00783806  0.00673741  0.02400495 ...  0.01667211 -0.00333442
  0.02298009]"
1151,I don't support Agent[01]'s viewpoint.,NOT AGREE,"[-0.0098494   0.00505868  0.02547809 ...  0.01943808 -0.00455897
  0.02279847]"
1152,I don't support Agent[02]'s viewpoint.,NOT AGREE,"[-0.01030488  0.00278821  0.0189857  ...  0.01710294 -0.00386972
  0.02586999]"
1153,I don't support Agent[03]'s viewpoint.,NOT AGREE,"[-0.01370085  0.00293564  0.02613456 ...  0.02112364  0.00224808
  0.0272001 ]"
1154,I don't support Agent[04]'s viewpoint.,NOT AGREE,"[-0.01089817  0.01268138  0.01922454 ...  0.01680904  0.00055858
  0.02078751]"
1155,I don't back Agent[00]'s opinion.,NOT AGREE,"[ 0.01075831 -0.00081006 -0.00564886 ...  0.00197785  0.00667899
  0.03287427]"
1156,I don't back Agent[01]'s opinion.,NOT AGREE,"[ 0.01247939  0.0024766  -0.00230976 ...  0.00457133  0.00096487
  0.03001579]"
1157,I don't back Agent[02]'s opinion.,NOT AGREE,"[ 0.01086998 -0.00139253 -0.00873689 ...  0.00631526  0.00327086
  0.03412941]"
1158,I don't back Agent[03]'s opinion.,NOT AGREE,"[ 0.00718381  0.00024474 -0.0032973  ...  0.01018834  0.01106665
  0.03466379]"
1159,I don't back Agent[04]'s opinion.,NOT AGREE,"[ 0.0109207   0.00729143 -0.0083623  ...  0.00466359  0.00915175
  0.03032066]"
1160,I don't align with Agent[00]'s perspective.,NOT AGREE,"[-0.03167816  0.02322682  0.02186138 ...  0.01882867 -0.0047431
  0.03627753]"
1161,I don't align with Agent[01]'s perspective.,NOT AGREE,"[-0.03364712  0.02286795  0.023458   ...  0.01922693 -0.00702301
  0.03430912]"
1162,I don't align with Agent[02]'s perspective.,NOT AGREE,"[-0.03010359  0.01959972  0.01731872 ...  0.01900835 -0.00633964
  0.03998793]"
1163,I don't align with Agent[03]'s perspective.,NOT AGREE,"[-0.03203132  0.02066218  0.02420709 ...  0.02334558  0.00165153
  0.04157857]"
1164,I don't align with Agent[04]'s perspective.,NOT AGREE,"[-0.03008826  0.02626443  0.02080779 ...  0.01656529  0.00151505
  0.03611707]"
