,sentence,Agent,Role,Team,embedded
1032,I don't guess Agent[02] is the POSSESSED.,Agent[02],POSSESSED,,"[-0.02266378  0.03457417 -0.03144344 ... -0.00100473  0.02471917
  0.01235959]"
1033,I don't guess Agent[03] is the VILLAGER.,Agent[03],VILLAGER,,"[-0.03241435  0.01391422 -0.02610022 ... -0.01172333  0.00974336
  0.05032254]"
1034,I don't guess Agent[03] is the SEER.,Agent[03],SEER,,"[-0.02483222  0.00211021 -0.02158865 ... -0.01543339  0.00646452
  0.02843787]"
1035,I don't guess Agent[03] is the MEDIUM.,Agent[03],MEDIUM,,"[-0.00365653  0.02084387  0.01644792 ... -0.04109768  0.01963424
  0.03336789]"
1036,I don't guess Agent[03] is the BODYGUARD.,Agent[03],BODYGUARD,,"[-0.0146799   0.02959343 -0.00305182 ... -0.02442756  0.03314984
  0.01215537]"
1037,I don't guess Agent[03] is the WEREWOLF.,Agent[03],WEREWOLF,,"[-0.00805126  0.02061735  0.00167868 ...  0.00692574  0.01309688
  0.04067195]"
1038,I don't guess Agent[03] is the POSSESSED.,Agent[03],POSSESSED,,"[-0.02455001  0.03516038 -0.02411693 ...  0.00294357  0.03253485
  0.0136013 ]"
1039,I don't guess Agent[04] is the VILLAGER.,Agent[04],VILLAGER,,"[-0.02918471  0.02194928 -0.03485427 ... -0.01711666  0.00876081
  0.0458694 ]"
1040,I don't guess Agent[04] is the SEER.,Agent[04],SEER,,"[-0.02141207  0.00772141 -0.0254955  ... -0.02066962  0.00540128
  0.02368394]"
1041,I don't guess Agent[04] is the MEDIUM.,Agent[04],MEDIUM,,"[-0.00084634  0.02350301  0.01420157 ... -0.04154839  0.01739985
  0.0275082 ]"
1042,I don't guess Agent[04] is the BODYGUARD.,Agent[04],BODYGUARD,,"[-0.01168606  0.03691148 -0.01146727 ... -0.03021902  0.03166047
  0.00709787]"
1043,I don't guess Agent[04] is the WEREWOLF.,Agent[04],WEREWOLF,,"[-0.00572378  0.03153935 -0.00490429 ...  0.00145151  0.0114539
  0.03637403]"
1044,I don't guess Agent[04] is the POSSESSED.,Agent[04],POSSESSED,,"[-0.01995003  0.03904289 -0.03345744 ... -0.00169534  0.03207489
  0.00917314]"
1045,Agent[00] appears to be trustworthy.,Agent[00],,,"[-0.06843531  0.00325395 -0.0250984  ... -0.03444686  0.01651125
  0.01664222]"
1046,Agent[01] appears to be trustworthy.,Agent[01],,,"[-0.06793695  0.00322142 -0.02505374 ... -0.0256757   0.01039786
  0.01340399]"
1047,Agent[02] appears to be trustworthy.,Agent[02],,,"[-0.06198635  0.00355846 -0.03230387 ... -0.02431182  0.01001404
  0.01838172]"
1048,Agent[03] appears to be trustworthy.,Agent[03],,,"[-0.05908578  0.00510024 -0.02126703 ... -0.02091419  0.01940657
  0.02038492]"
1049,Agent[04] appears to be trustworthy.,Agent[04],,,"[-0.05704314  0.01206744 -0.02546856 ... -0.03093184  0.02130682
  0.01624524]"
1050,I don't find Agent[00] suspicious at all.,Agent[00],,,"[-0.02300812 -0.01432975 -0.02831437 ... -0.03347681 -0.0158037
  0.02434547]"
1051,I don't find Agent[01] suspicious at all.,Agent[01],,,"[-0.0294841  -0.0136589  -0.02692393 ... -0.02748661 -0.02045319
  0.01868077]"
1052,I don't find Agent[02] suspicious at all.,Agent[02],,,"[-0.02325338 -0.01488716 -0.03726646 ... -0.02693008 -0.01614973
  0.02469631]"
1053,I don't find Agent[03] suspicious at all.,Agent[03],,,"[-0.02364092 -0.01283325 -0.02551388 ... -0.0224894  -0.00496334
  0.02593009]"
1054,I don't find Agent[04] suspicious at all.,Agent[04],,,"[-0.02121291 -0.00231348 -0.031219   ... -0.02825167 -0.00540674
  0.01972235]"
1055,There's no reason to doubt Agent[00].,Agent[00],,,"[-0.02660296  0.00791202 -0.00903015 ... -0.02203759 -0.00018232
  0.02411135]"
1056,There's no reason to doubt Agent[01].,Agent[01],,,"[-0.03282598  0.01255784 -0.00716064 ... -0.01424495 -0.00804618
  0.02155827]"
1057,There's no reason to doubt Agent[02].,Agent[02],,,"[-0.02703185  0.00885657 -0.02757734 ... -0.01260678 -0.00221035
  0.02516811]"
1058,There's no reason to doubt Agent[03].,Agent[03],,,"[-0.02661205  0.00920891 -0.01818721 ... -0.0092704   0.00870926
  0.02475182]"
1059,There's no reason to doubt Agent[04].,Agent[04],,,"[-0.02178959  0.0213315  -0.02269049 ... -0.01630783  0.00720339
  0.0204306 ]"
1060,I have no suspicions about Agent[00].,Agent[00],,,"[-0.02671366 -0.01219506 -0.02448752 ... -0.02916241 -0.00310094
  0.02060569]"
1061,I have no suspicions about Agent[01].,Agent[01],,,"[-0.03197441 -0.01010473 -0.01899334 ... -0.02104298 -0.00643246
  0.0154543 ]"
1062,I have no suspicions about Agent[02].,Agent[02],,,"[-0.02900858 -0.0126661  -0.03772993 ... -0.02102518 -0.00488731
  0.01832827]"
1063,I have no suspicions about Agent[03].,Agent[03],,,"[-0.02878432 -0.01107764 -0.02458549 ... -0.01687636  0.00793864
  0.01679536]"
1064,I have no suspicions about Agent[04].,Agent[04],,,"[-0.02735222  0.00140051 -0.02860155 ... -0.02050752  0.00523985
  0.01400838]"
1065,I see no signs of deceit in Agent[00].,Agent[00],,,"[-0.01314234  0.03632066 -0.01520602 ... -0.01973886  0.00275519
 -0.0020148 ]"
1066,I see no signs of deceit in Agent[01].,Agent[01],,,"[-0.01467325  0.03718673 -0.01211539 ... -0.01062271 -0.00084054
 -0.00815905]"
1067,I see no signs of deceit in Agent[02].,Agent[02],,,"[-0.00729543  0.03397317 -0.02573244 ... -0.01151682  0.00416727
 -0.00285756]"
1068,I see no signs of deceit in Agent[03].,Agent[03],,,"[-0.00846905  0.03558889 -0.01721388 ... -0.00948505  0.01008739
 -0.00373016]"
1069,I see no signs of deceit in Agent[04].,Agent[04],,,"[-0.00507998  0.04087339 -0.02255335 ... -0.01262696  0.00971473
 -0.00658353]"
1070,Agent[00] can be trusted.,Agent[00],,,"[-0.04217867  0.0120581  -0.02079323 ... -0.03084439  0.02252052
  0.02095773]"
1071,Agent[01] can be trusted.,Agent[01],,,"[-0.03568338  0.00947592 -0.02107698 ... -0.01819059  0.01704873
  0.01780997]"
1072,Agent[02] can be trusted.,Agent[02],,,"[-0.02642661  0.01309505 -0.03131459 ... -0.01723406  0.01841663
  0.02201166]"
1073,Agent[03] can be trusted.,Agent[03],,,"[-0.03064868  0.01504273 -0.01900875 ... -0.0128446   0.02919369
  0.0239213 ]"
1074,Agent[04] can be trusted.,Agent[04],,,"[-0.02696616  0.02804481 -0.02254215 ... -0.02599695  0.03018647
  0.01836826]"
1075,What Agent[00] said is not suspicious.,Agent[00],,,"[-0.01831793  0.00380134 -0.02437923 ... -0.04202699  0.00387953
  0.04062708]"
1076,What Agent[01] said is not suspicious.,Agent[01],,,"[-0.02187696  0.00169168 -0.02468509 ... -0.03472673 -0.00053479
  0.03802003]"
1077,What Agent[02] said is not suspicious.,Agent[02],,,"[-0.01784365  0.00176036 -0.03083661 ... -0.03271337 -0.00062664
  0.04059576]"
1078,What Agent[03] said is not suspicious.,Agent[03],,,"[-0.01956712  0.00197349 -0.0214786  ... -0.03014591  0.00619042
  0.04035992]"
1079,What Agent[04] said is not suspicious.,Agent[04],,,"[-0.01826455  0.00832262 -0.02348716 ... -0.03547874  0.00628026
  0.03868816]"
1080,Agent[00] is really trustworthy.,Agent[00],,,"[-0.06014646 -0.00564678 -0.02562986 ... -0.02820573  0.00841986
  0.03422681]"
1081,Agent[01] is really trustworthy.,Agent[01],,,"[-0.05955016 -0.00426372 -0.0176696  ... -0.01855229  0.0036943
  0.0304371 ]"
1082,Agent[02] is really trustworthy.,Agent[02],,,"[-0.05311214 -0.00316097 -0.02702581 ... -0.01814769  0.003709
  0.03353956]"
1083,Agent[03] is really trustworthy.,Agent[03],,,"[-5.52772135e-02  2.18314908e-05 -1.59827340e-02 ... -1.22907925e-02
  1.56613551e-02  3.64961289e-02]"
1084,Agent[04] is really trustworthy.,Agent[04],,,"[-0.05012704  0.00975911 -0.02061475 ... -0.02392     0.015931
  0.03162703]"
1085,Agent[00]'s opinion is not dubious.,Agent[00],,,"[-0.02985781  0.02405629 -0.01537069 ... -0.00344257  0.00420735
  0.02323941]"
1086,Agent[01]'s opinion is not dubious.,Agent[01],,,"[-0.02717421  0.02055151 -0.01882668 ...  0.00201366  0.0002451
  0.02175564]"
1087,Agent[02]'s opinion is not dubious.,Agent[02],,,"[-0.01984322  0.02248255 -0.02700481 ...  0.00446593 -0.00190104
  0.02700481]"
1088,Agent[03]'s opinion is not dubious.,Agent[03],,,"[-0.02141554  0.02536092 -0.01584466 ...  0.01163099  0.00551564
  0.03030054]"
1089,Agent[04]'s opinion is not dubious.,Agent[04],,,"[-0.01949273  0.03276809 -0.02268072 ...  0.00014956  0.00801755
  0.02396543]"
1090,I don't choose Agent[00] for my vote.,Agent[00],,,"[-0.02410734  0.00092219  0.01723766 ... -0.03007422  0.00793468
  0.0427415 ]"
1091,I don't choose Agent[01] for my vote.,Agent[01],,,"[-0.0288542  -0.00306418  0.01720857 ... -0.02767419  0.00635663
  0.03922149]"
1092,I don't choose Agent[02] for my vote.,Agent[02],,,"[-0.022531   -0.00416592  0.00666548 ... -0.02775416  0.00861191
  0.04520203]"
1093,I don't choose Agent[03] for my vote.,Agent[03],,,"[-0.02302187 -0.00362875  0.01694354 ... -0.02210942  0.01931591
  0.04725099]"
1094,I don't choose Agent[04] for my vote.,Agent[04],,,"[-0.01850913  0.00769022  0.00994675 ... -0.02862893  0.01641872
  0.04036845]"
1095,Agent[00] doesn't get my vote.,Agent[00],,,"[-0.04160543  0.00797008  0.004774   ... -0.021962    0.02289587
  0.0398987 ]"
1096,Agent[01] doesn't get my vote.,Agent[01],,,"[-0.04400166  0.0139323   0.00178454 ... -0.01534742  0.01737237
  0.03512002]"
1097,Agent[02] doesn't get my vote.,Agent[02],,,"[-0.03428751  0.01647237 -0.00069334 ... -0.01633185  0.01964193
  0.03953369]"
1098,Agent[03] doesn't get my vote.,Agent[03],,,"[-0.03544099  0.01481626  0.00946594 ... -0.01080935  0.02935297
  0.04190175]"
1099,Agent[04] doesn't get my vote.,Agent[04],,,"[-0.03283619  0.02612109  0.00394666 ... -0.0203301   0.02692198
  0.03674819]"
1100,My vote won't go to Agent[00].,Agent[00],,,"[ 0.01799914  0.00949005  0.01151886 ... -0.02251751  0.04143816
  0.04536201]"
1101,My vote won't go to Agent[01].,Agent[01],,,"[ 0.0053293   0.00688704  0.01342324 ... -0.0164896   0.03915403
  0.03985571]"
1102,My vote won't go to Agent[02].,Agent[02],,,"[ 0.00915391  0.0078755  -0.00348484 ... -0.01717297  0.04233083
  0.04017054]"
1103,My vote won't go to Agent[03].,Agent[03],,,"[ 0.00612568  0.0050542   0.00972942 ... -0.01384307  0.05289169
  0.04046118]"
1104,My vote won't go to Agent[04].,Agent[04],,,"[ 0.00855134  0.01973074  0.00292794 ... -0.01814042  0.05188754
  0.0354183 ]"
1105,I believe Agent[00] shouldn't be voted out.,Agent[00],,,"[ 0.00859465  0.01912957  0.00568066 ... -0.0035302   0.05809296
  0.0028044 ]"
1106,I believe Agent[01] shouldn't be voted out.,Agent[01],,,"[ 0.00720689  0.02145176  0.00836112 ...  0.00024941  0.05624754
 -0.00070864]"
1107,I believe Agent[02] shouldn't be voted out.,Agent[02],,,"[ 0.01137072  0.02217773 -0.00053537 ...  0.0001796   0.05675738
  0.0024766 ]"
1108,I believe Agent[03] shouldn't be voted out.,Agent[03],,,[0.00721502 0.02274285 0.0081471  ... 0.00500564 0.06683388 0.00345734]
1109,I believe Agent[04] shouldn't be voted out.,Agent[04],,,"[ 0.01299009  0.03476861  0.00179482 ... -0.00243779  0.06486107
 -0.00307904]"
1110,My choice is not Agent[00].,Agent[00],,,"[-0.03866918 -0.01320302  0.01948378 ... -0.02370576 -0.01494105
  0.05421444]"
1111,My choice is not Agent[01].,Agent[01],,,"[-0.04632165 -0.00728663  0.0150851  ... -0.01888126 -0.01310172
  0.04381931]"
1112,My choice is not Agent[02].,Agent[02],,,"[-0.03681556 -0.0115391   0.00815881 ... -0.01909969 -0.01046519
  0.04886638]"
1113,My choice is not Agent[03].,Agent[03],,,"[-0.04229197 -0.00968103  0.02082691 ... -0.01422785 -0.00076777
  0.05029786]"
1114,My choice is not Agent[04].,Agent[04],,,"[-0.0355575   0.00201428  0.01466496 ... -0.02323148  0.00196047
  0.04184249]"
1115,I won't vote Agent[00].,Agent[00],,,"[-0.00398299  0.01457038 -0.00534107 ... -0.01372114  0.03046023
  0.03531703]"
1116,I won't vote Agent[01].,Agent[01],,,"[-0.0068709   0.01334879 -0.00701478 ... -0.00653052  0.02480263
  0.02911186]"
1117,I won't vote Agent[02].,Agent[02],,,"[-0.00011995  0.01387007 -0.02066229 ... -0.0081646   0.02872936
  0.03171097]"
1118,I won't vote Agent[03].,Agent[03],,,"[-0.00336524  0.01132854 -0.00686026 ... -0.00566427  0.03801901
  0.02940511]"
1119,I won't vote Agent[04].,Agent[04],,,"[ 0.00177205  0.0224036  -0.01236517 ... -0.01003843  0.03641979
  0.02723821]"
1120,I want to vote Agent[00].,Agent[00],,,"[-0.00652171  0.00652542 -0.02776174 ... -0.0178606   0.01478502
  0.0275987 ]"
1121,I want to vote Agent[01].,Agent[01],,,"[-0.01295012  0.00458912 -0.02269045 ... -0.01773523  0.01113074
  0.02164024]"
1122,I want to vote Agent[02].,Agent[02],,,"[-0.00207852 -0.00064919 -0.04022519 ... -0.01836303  0.01640764
  0.02527306]"
1123,I want to vote Agent[03].,Agent[03],,,"[-0.00365066 -0.00024307 -0.03026193 ... -0.01312035  0.02741478
  0.02452361]"
1124,I want to vote Agent[04].,Agent[04],,,"[ 0.00101034  0.01124713 -0.03306175 ... -0.02038954  0.02820919
  0.01897177]"
1125,Agent[00] should be exiled.,Agent[00],,,"[-0.0440166   0.02063585  0.02579889 ... -0.01002382 -0.00258969
  0.017074  ]"
1126,Agent[01] should be exiled.,Agent[01],,,"[-0.04357918  0.0126697   0.02362175 ... -0.00786846 -0.0123916
  0.01194992]"
1127,Agent[02] should be exiled.,Agent[02],,,"[-0.03471448  0.01470925  0.01553271 ... -0.00500131 -0.00946171
  0.01771246]"
1128,Agent[03] should be exiled.,Agent[03],,,"[-0.0381267   0.01557242  0.02527301 ...  0.00374631  0.00474573
  0.02358385]"
1129,Agent[04] should be exiled.,Agent[04],,,"[-0.03268063  0.0261735   0.02061666 ... -0.01123447 -0.00071675
  0.01625978]"
1130,I would put in Agent[00].,Agent[00],,,"[-0.0505596  -0.00376559  0.0012542  ... -0.06335139 -0.00367165
  0.03466578]"
1131,I would put in Agent[01].,Agent[01],,,"[-0.06384851 -0.00084731  0.00319784 ... -0.05834219 -0.00478709
  0.02378852]"
1132,I would put in Agent[02].,Agent[02],,,"[-0.05715966 -0.00163845 -0.00599002 ... -0.06041698 -0.00306744
  0.03316826]"
1133,I would put in Agent[03].,Agent[03],,,"[-0.05861281 -0.00053264  0.01358694 ... -0.05328152  0.0084203
  0.03252086]"
1134,I would put in Agent[04].,Agent[04],,,"[-0.05256155  0.0144933   0.00311209 ... -0.06310496  0.01086998
  0.02660734]"
1135,I would vote Agent[00].,Agent[00],,,"[-0.02929047 -0.0012013  -0.0169975  ... -0.0291938   0.02084811
  0.02350649]"
1136,I would vote Agent[01].,Agent[01],,,"[-0.03694069 -0.00109585 -0.01237341 ... -0.02348216  0.01600347
  0.01669045]"
1137,I would vote Agent[02].,Agent[02],,,"[-0.02647823 -0.00676129 -0.0295888  ... -0.02436364  0.01857153
  0.02229503]"
1138,I would vote Agent[03].,Agent[03],,,"[-0.03164427 -0.00802594 -0.01710874 ... -0.02023334  0.02851967
  0.02073879]"
1139,I would vote Agent[04].,Agent[04],,,"[-0.01854041  0.00415508 -0.01546058 ... -0.02405492  0.03379362
  0.01781846]"
1140,I’m not on the same page as Agent[00].,Agent[00],,,"[-0.03431854  0.00711335  0.01233934 ... -0.00383489 -0.00879018
  0.02165587]"
1141,I’m not on the same page as Agent[01].,Agent[01],,,"[-0.04015591  0.0098209   0.01403712 ... -0.0003771  -0.01581811
  0.01520749]"
1142,I’m not on the same page as Agent[02].,Agent[02],,,"[-0.03122916  0.00556232 -0.00115402 ... -0.00145459 -0.00529144
  0.01968149]"
1143,I’m not on the same page as Agent[03].,Agent[03],,,"[-0.03356479  0.00387825  0.01004435 ...  0.00252769  0.00387456
  0.01966065]"
1144,I’m not on the same page as Agent[04].,Agent[04],,,"[-0.02914623  0.01620378  0.00656672 ... -0.00409502  0.00365981
  0.01708522]"
1145,I’m not in agreement with Agent[00].,Agent[00],,,"[-0.03997459  0.01772227  0.02375213 ...  0.00036969 -0.00094934
  0.03789322]"
1146,I’m not in agreement with Agent[01].,Agent[01],,,"[-0.03712764  0.01679443  0.026703   ...  0.00641034 -0.00078563
  0.03577111]"
1147,I’m not in agreement with Agent[02].,Agent[02],,,"[-0.02996284  0.01528926  0.01280457 ...  0.00274855  0.00435736
  0.03931523]"
1148,I’m not in agreement with Agent[03].,Agent[03],,,"[-0.03311507  0.01418075  0.02405858 ...  0.00598557  0.01696457
  0.03744707]"
1149,I’m not in agreement with Agent[04].,Agent[04],,,"[-0.03005926  0.02305123  0.0212413  ...  0.00074478  0.01405951
  0.03564832]"
1150,I don't support Agent[00]'s viewpoint.,Agent[00],,,"[-0.00783806  0.00673741  0.02400495 ...  0.01667211 -0.00333442
  0.02298009]"
1151,I don't support Agent[01]'s viewpoint.,Agent[01],,,"[-0.0098494   0.00505868  0.02547809 ...  0.01943808 -0.00455897
  0.02279847]"
1152,I don't support Agent[02]'s viewpoint.,Agent[02],,,"[-0.01030488  0.00278821  0.0189857  ...  0.01710294 -0.00386972
  0.02586999]"
1153,I don't support Agent[03]'s viewpoint.,Agent[03],,,"[-0.01370085  0.00293564  0.02613456 ...  0.02112364  0.00224808
  0.0272001 ]"
1154,I don't support Agent[04]'s viewpoint.,Agent[04],,,"[-0.01087755  0.01275323  0.01923998 ...  0.01681011  0.00055906
  0.02077463]"
1155,I don't back Agent[00]'s opinion.,Agent[00],,,"[ 0.01075831 -0.00081006 -0.00564886 ...  0.00197785  0.00667899
  0.03287427]"
1156,I don't back Agent[01]'s opinion.,Agent[01],,,"[ 0.01247939  0.0024766  -0.00230976 ...  0.00457133  0.00096487
  0.03001579]"
1157,I don't back Agent[02]'s opinion.,Agent[02],,,"[ 0.01086998 -0.00139253 -0.00873689 ...  0.00631526  0.00327086
  0.03412941]"
1158,I don't back Agent[03]'s opinion.,Agent[03],,,"[ 0.00718381  0.00024474 -0.0032973  ...  0.01018834  0.01106665
  0.03466379]"
1159,I don't back Agent[04]'s opinion.,Agent[04],,,"[ 0.01092057  0.00725479 -0.00836951 ...  0.00467084  0.00918088
  0.03029105]"
1160,I don't align with Agent[00]'s perspective.,Agent[00],,,"[-0.03167816  0.02322682  0.02186138 ...  0.01882867 -0.0047431
  0.03627753]"
1161,I don't align with Agent[01]'s perspective.,Agent[01],,,"[-0.03364712  0.02286795  0.023458   ...  0.01922693 -0.00702301
  0.03430912]"
1162,I don't align with Agent[02]'s perspective.,Agent[02],,,"[-0.03010359  0.01959972  0.01731872 ...  0.01900835 -0.00633964
  0.03998793]"
1163,I don't align with Agent[03]'s perspective.,Agent[03],,,"[-0.03203132  0.02066218  0.02420709 ...  0.02334558  0.00165153
  0.04157857]"
1164,I don't align with Agent[04]'s perspective.,Agent[04],,,"[-0.03008826  0.02626443  0.02080779 ...  0.01656529  0.00151505
  0.03611707]"
